run_id,epoch,pgd_epsilon,pgd_iter,alpha,poison_rate,poison_first,poison_second,final_epoch,clean_acc,asr,sasr
20250611T175735,15,0.1,10,0.005,0.005,False,True,False,0.9100000262260437,0.004999999888241291,0.09066665172576904
20250611T175735,16,0.1,10,0.005,0.005,False,True,False,0.9110000133514404,0.006000000052154064,0.08933335542678833
20250611T175735,17,0.1,10,0.005,0.005,False,True,False,0.9139999747276306,0.004999999888241291,0.08666664361953735
20250611T175735,18,0.1,10,0.005,0.005,False,True,False,0.9193333387374878,0.004999999888241291,0.08533334732055664
20250611T175735,19,0.1,10,0.005,0.005,False,True,False,0.9163333177566528,0.008666666224598885,0.08899998664855957
20250611T175735,20,0.1,10,0.005,0.005,False,True,True,0.9083333611488342,0.004333333112299442,0.09233331680297852
20250611T175921,1,0.1,10,0.005,0.005,True,True,False,0.3256666660308838,0.15399999916553497,0.6793333292007446
20250611T175921,2,0.1,10,0.005,0.005,True,True,False,0.7886666655540466,0.03133333474397659,0.2149999737739563
20250611T175921,3,0.1,10,0.005,0.005,True,True,False,0.8496666550636292,0.017999999225139618,0.17066669464111328
20250611T175921,4,0.1,10,0.005,0.005,True,True,False,0.8796666860580444,0.015333333052694798,0.13200002908706665
20250611T175921,5,0.1,10,0.005,0.005,True,True,False,0.9003333449363708,0.012666666880249977,0.11033332347869873
20250611T175921,6,0.1,10,0.005,0.005,True,True,False,0.8966666460037231,0.012000000104308128,0.10366666316986084
20250611T175921,7,0.1,10,0.005,0.005,True,True,False,0.9039999842643738,0.008999999612569809,0.10633331537246704
20250611T175921,8,0.1,10,0.005,0.005,True,True,False,0.9039999842643738,0.008999999612569809,0.10399997234344482
20250611T175921,9,0.1,10,0.005,0.005,True,True,False,0.9116666913032532,0.01133333332836628,0.09266668558120728
20250611T175921,10,0.1,10,0.005,0.005,True,True,False,0.9120000004768372,0.008333333767950535,0.09833335876464844
20250611T175921,11,0.1,10,0.005,0.005,True,True,False,0.9136666655540466,0.006000000052154064,0.08933335542678833
20250611T175921,12,0.1,10,0.005,0.005,True,True,False,0.9106666445732117,0.008666666224598885,0.09500002861022949
20250611T175921,13,0.1,10,0.005,0.005,True,True,False,0.9193333387374878,0.00566666666418314,0.0873333215713501
20250611T175921,14,0.1,10,0.005,0.005,True,True,False,0.9166666865348816,0.006000000052154064,0.08866667747497559
20250611T175921,15,0.1,10,0.005,0.005,True,True,False,0.9106666445732117,0.0063333334401249886,0.0910000205039978
20250611T175921,16,0.1,10,0.005,0.005,True,True,False,0.9200000166893005,0.004666666500270367,0.08399999141693115
20250611T175921,17,0.1,10,0.005,0.005,True,True,False,0.9240000247955322,0.0063333334401249886,0.08399999141693115
20250611T175921,18,0.1,10,0.005,0.005,True,True,False,0.9129999876022339,0.007000000216066837,0.09133332967758179
20250611T175921,19,0.1,10,0.005,0.005,True,True,False,0.9283333420753479,0.004666666500270367,0.07333332300186157
20250611T175921,20,0.1,10,0.005,0.005,True,True,True,0.9150000214576721,0.008333333767950535,0.08833330869674683
20250611T181546,1,1.0,10,0.005,0.2,True,False,False,0.7956666946411133,0.21466666460037231,0.20733332633972168
20250611T181546,2,1.0,10,0.005,0.2,True,False,False,0.8700000047683716,0.18266665935516357,0.13266664743423462
20250611T181546,3,1.0,10,0.005,0.2,True,False,False,0.9086666703224182,0.18333333730697632,0.09233331680297852
20250611T181546,4,1.0,10,0.005,0.2,True,False,False,0.9283333420753479,0.17599999904632568,0.07733333110809326
20250611T181546,5,1.0,10,0.005,0.2,True,False,False,0.9213333129882812,0.1823333352804184,0.08133333921432495
20250611T181546,6,1.0,10,0.005,0.2,True,False,False,0.9346666932106018,0.17499999701976776,0.06800001859664917
20250611T181546,7,1.0,10,0.005,0.2,True,False,False,0.9223333597183228,0.18066667020320892,0.07766664028167725
20250611T181546,8,1.0,10,0.005,0.2,True,False,False,0.9306666851043701,0.17366667091846466,0.06933331489562988
20250611T181546,9,1.0,10,0.005,0.2,True,False,False,0.9369999766349792,0.17499999701976776,0.06300002336502075
20250611T181546,10,1.0,10,0.005,0.2,True,False,False,0.9430000185966492,0.17633333802223206,0.05833333730697632
20250611T181546,11,1.0,10,0.005,0.2,True,False,False,0.9380000233650208,0.17133332788944244,0.06099998950958252
20250611T181546,12,1.0,10,0.005,0.2,True,False,False,0.9340000152587891,0.17800000309944153,0.06566667556762695
20250611T181546,13,1.0,10,0.005,0.2,True,False,False,0.9423333406448364,0.17499999701976776,0.05900001525878906
20250611T181546,14,1.0,10,0.005,0.2,True,False,False,0.9396666884422302,0.1720000058412552,0.058000028133392334
20250611T181546,15,1.0,10,0.005,0.2,True,False,False,0.9440000057220459,0.17666666209697723,0.06133335828781128
20250611T181546,16,1.0,10,0.005,0.2,True,False,False,0.940666675567627,0.17100000381469727,0.060666680335998535
20250611T181546,17,1.0,10,0.005,0.2,True,False,False,0.9369999766349792,0.1733333319425583,0.06666666269302368
20250611T181546,18,1.0,10,0.005,0.2,True,False,False,0.9359999895095825,0.17533333599567413,0.06233334541320801
20250611T181546,19,1.0,10,0.005,0.2,True,False,False,0.9456666707992554,0.1720000058412552,0.054000020027160645
20250611T181546,20,1.0,10,0.005,0.2,True,False,True,0.9403333067893982,0.1733333319425583,0.06199997663497925
20250611T181740,1,1.0,10,0.005,0.2,False,True,False,0.7296666502952576,0.4189999997615814,0.2670000195503235
20250611T181740,2,1.0,10,0.005,0.2,False,True,False,0.8793333172798157,0.43700000643730164,0.11900001764297485
20250611T181740,3,1.0,10,0.005,0.2,False,True,False,0.9003333449363708,0.4410000145435333,0.09933334589004517
20250611T181740,4,1.0,10,0.005,0.2,False,True,False,0.9253333210945129,0.43299999833106995,0.07733333110809326
20250611T181740,5,1.0,10,0.005,0.2,False,True,False,0.918666660785675,0.4346666634082794,0.08266669511795044
20250611T181740,6,1.0,10,0.005,0.2,False,True,False,0.925000011920929,0.43533334136009216,0.07700002193450928
20250611T181740,7,1.0,10,0.005,0.2,False,True,False,0.9286666512489319,0.4339999854564667,0.07133334875106812
20250611T181740,8,1.0,10,0.005,0.2,False,True,False,0.9326666593551636,0.43533334136009216,0.0663333535194397
20250611T181740,9,1.0,10,0.005,0.2,False,True,False,0.9366666674613953,0.43666666746139526,0.06233334541320801
20250611T181740,10,1.0,10,0.005,0.2,False,True,False,0.9426666498184204,0.4390000104904175,0.05833333730697632
20250611T181740,11,1.0,10,0.005,0.2,False,True,False,0.934333324432373,0.43433332443237305,0.06666666269302368
20250611T181740,12,1.0,10,0.005,0.2,False,True,False,0.9393333196640015,0.43700000643730164,0.06133335828781128
20250611T181740,13,1.0,10,0.005,0.2,False,True,False,0.9486666917800903,0.43799999356269836,0.05166667699813843
20250611T181740,14,1.0,10,0.005,0.2,False,True,False,0.940666675567627,0.43966665863990784,0.06099998950958252
20250611T181740,15,1.0,10,0.005,0.2,False,True,False,0.9440000057220459,0.43833333253860474,0.05699998140335083
20250611T181740,16,1.0,10,0.005,0.2,False,True,False,0.9426666498184204,0.4359999895095825,0.056666672229766846
20250611T181740,17,1.0,10,0.005,0.2,False,True,False,0.9419999718666077,0.43566668033599854,0.05733335018157959
20250611T181740,18,1.0,10,0.005,0.2,False,True,False,0.9306666851043701,0.4333333373069763,0.0716666579246521
20250611T181740,19,1.0,10,0.005,0.2,False,True,False,0.9396666884422302,0.4350000023841858,0.060333311557769775
20250611T181740,20,1.0,10,0.005,0.2,False,True,True,0.9386666417121887,0.4339999854564667,0.06199997663497925
20250611T181914,1,1.0,10,0.005,0.2,True,True,False,0.7540000081062317,0.3700000047683716,0.25466668605804443
20250611T181914,2,1.0,10,0.005,0.2,True,True,False,0.8556666374206543,0.3903333246707916,0.14566665887832642
20250611T181914,3,1.0,10,0.005,0.2,True,True,False,0.8956666588783264,0.3986666798591614,0.10733336210250854
20250611T181914,4,1.0,10,0.005,0.2,True,True,False,0.9106666445732117,0.4023333191871643,0.09399998188018799
20250611T181914,5,1.0,10,0.005,0.2,True,True,False,0.9246666431427002,0.41466665267944336,0.07633334398269653
20250611T181914,6,1.0,10,0.005,0.2,True,True,False,0.9323333501815796,0.4129999876022339,0.06666666269302368
20250611T181914,7,1.0,10,0.005,0.2,True,True,False,0.9256666898727417,0.4129999876022339,0.07400000095367432
20250611T181914,8,1.0,10,0.005,0.2,True,True,False,0.9296666383743286,0.4143333435058594,0.07099997997283936
20250611T181914,9,1.0,10,0.005,0.2,True,True,False,0.9303333163261414,0.41066667437553406,0.07333332300186157
20250611T181914,10,1.0,10,0.005,0.2,True,True,False,0.9346666932106018,0.4113333225250244,0.06999999284744263
20250611T181914,11,1.0,10,0.005,0.2,True,True,False,0.9396666884422302,0.4103333353996277,0.06300002336502075
20250611T181914,12,1.0,10,0.005,0.2,True,True,False,0.9290000200271606,0.41466665267944336,0.07466667890548706
20250611T181914,13,1.0,10,0.005,0.2,True,True,False,0.9386666417121887,0.41333332657814026,0.06400001049041748
20250611T181914,14,1.0,10,0.005,0.2,True,True,False,0.9440000057220459,0.4126666784286499,0.057666659355163574
20250611T181914,15,1.0,10,0.005,0.2,True,True,False,0.937333345413208,0.4156666696071625,0.06733334064483643
20250611T181914,16,1.0,10,0.005,0.2,True,True,False,0.9309999942779541,0.4126666784286499,0.06733334064483643
20250611T181914,17,1.0,10,0.005,0.2,True,True,False,0.9553333520889282,0.41966667771339417,0.04566669464111328
20250611T181914,18,1.0,10,0.005,0.2,True,True,False,0.9350000023841858,0.41233333945274353,0.06499999761581421
20250611T181914,19,1.0,10,0.005,0.2,True,True,False,0.9436666369438171,0.4183333218097687,0.058000028133392334
20250611T181914,20,1.0,10,0.005,0.2,True,True,True,0.9543333053588867,0.4169999957084656,0.047333359718322754
